,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
545,FN,John_Osbaldiston_Field,birthDate,,1913-10-30,"Sir John Osbaldiston Field KBE CMG (30 October 1913 – 1985) was the last Resident Commissioner of the Gilbert and Ellice Islands from 9 January 1970 and then, from 1 January 1972, the first Governor of this Crown Colony. Field was one of three children of Frank Osbaldiston Field of Gosport, Hampshire and Gertrude Caroline Perrin of Natal, South Africa. He was educated at Stellenbosch Boys School in South Africa and Magdalene College, Cambridge.",TRUE,TRUE,,,
546,FN,John_Osbaldiston_Field,birthYear,,1913,"Sir John Osbaldiston Field KBE CMG (30 October 1913 – 1985) was the last Resident Commissioner of the Gilbert and Ellice Islands from 9 January 1970 and then, from 1 January 1972, the first Governor of this Crown Colony. Field was one of three children of Frank Osbaldiston Field of Gosport, Hampshire and Gertrude Caroline Perrin of Natal, South Africa. He was educated at Stellenbosch Boys School in South Africa and Magdalene College, Cambridge.",TRUE,TRUE,,,
1770,FP_new,John_Osbaldiston_Field,deathDate,1985-01-01,,"Sir John Osbaldiston Field KBE CMG (30 October 1913 – 1985) was the last Resident Commissioner of the Gilbert and Ellice Islands from 9 January 1970 and then, from 1 January 1972, the first Governor of this Crown Colony. Field was one of three children of Frank Osbaldiston Field of Gosport, Hampshire and Gertrude Caroline Perrin of Natal, South Africa. He was educated at Stellenbosch Boys School in South Africa and Magdalene College, Cambridge.",FALSE,FALSE,AC,,
1771,FP_new,John_Osbaldiston_Field,deathYear,1985,,"Sir John Osbaldiston Field KBE CMG (30 October 1913 – 1985) was the last Resident Commissioner of the Gilbert and Ellice Islands from 9 January 1970 and then, from 1 January 1972, the first Governor of this Crown Colony. Field was one of three children of Frank Osbaldiston Field of Gosport, Hampshire and Gertrude Caroline Perrin of Natal, South Africa. He was educated at Stellenbosch Boys School in South Africa and Magdalene College, Cambridge.",TRUE,TRUE,,,
967,FP_new,John_Ousterhout,birthName,John Kenneth Ousterhout,,"John Kenneth Ousterhout (/ˈoʊstərhaʊt/, born October 15, 1954) is a professor of computer science at Stanford University. He founded Electric Cloud with John Graham-Cumming. Ousterhout was a professor of computer science at University of California, Berkeley where he created the Tcl scripting language and the Tk platform-independent widget toolkit, and proposed the idea of coscheduling. Ousterhout led the research group that designed the experimental Sprite operating system and the first log-structured file system.Ousterhout also led the team that developed the Magic VLSI computer-aided design (CAD) program.",TRUE,TRUE,,,
2238,FN,John_Powley,birthName,,John Albert Powley,"John Albert Powley (3 August 1936 – 16 October 2020) was a British Conservative Party politician. He was the Member of Parliament (MP) for Norwich South between 1983 and 1987 and served as the chairman of the Cambridgeshire County Council from 2011 to 2013. Powley also ran for MP for Harlow in 1979, but was beaten by Labour and Co-operative politician Stan Newens.",TRUE,TRUE,,,
1146,FN,John_Reily,birthYear,,1763,"John Reily (1763-1850) was a soldier in the American Revolution who later held a number of civic positions including helping draft the Ohio State Constitution. Reily Township in Butler County, Ohio is named for him.",TRUE,TRUE,,,
1147,FN,John_Reily,deathYear,,1850,"John Reily (1763-1850) was a soldier in the American Revolution who later held a number of civic positions including helping draft the Ohio State Constitution. Reily Township in Butler County, Ohio is named for him.",TRUE,TRUE,,,
1120,FP_new,Jonathan_Zittrain,birthName,Jonathan L.Zittrain,,"Jonathan L. Zittrain (born 24 December 1969) is an American professor of Internet law and the George Bemis Professor of International Law at Harvard Law School. He is also a professor at the Harvard Kennedy School, a professor of computer science at the Harvard School of Engineering and Applied Sciences, and co-founder and director of Harvard's Berkman Klein Center for Internet & Society. Previously, Zittrain was Professor of Internet Governance and Regulation at the Oxford Internet Institute of the University of Oxford and visiting professor at the New York University School of Law and Stanford Law School. He is the author of The Future of the Internet and How to Stop It as well as co-editor of the books, Access Denied (MIT Press, 2008), Access Controlled (MIT Press, 2010), and Access Con",FALSE,TRUE,,,
699,FP_new,Jorien_Wuite,birthName,Jorien Wuite,,"Jorien Wuite (pronounced [joːˈrin ˈʋœytə]; born 6 December 1964) is a Sint Maarten-Dutch civil servant, diplomat, and politician. Born in The Hague, she moved to Sint Maarten aged 32 to work in government. She rose to the position of Minister of Education, Culture, Youth and Sports and served as Minister Plenipotentiary of Sint Maarten in the period 2018–19. She moved back to the European part of the Netherlands due to her election to the House of Representatives in 2021 as a member of the social liberal party Democrats 66 (D66).",TRUE,TRUE,,,
300,FP_different,Jos%C3%A9_Carrete,label,José Carrete de Julián,José Carrete,José Carrete de Julián (born 5 April 1951) is a Spanish former football manager and player who played as a defender in La Liga in the 1970s and 1980s.,TRUE,FALSE,LCE,,
1279,FP_new,Jos%C3%A9_Coll_y_Cuch%C3%AD,birthName,José Coll y Cuchí,,"José Coll y Cuchí (January 12, 1877 – July 2, 1960) was a lawyer, writer and the founder of the Puerto Rican Nationalist Party. He was a member of a Puerto Rican family of politicians, educators and writers.",TRUE,TRUE,,,
591,FP_new,Jos%C3%A9_Coll_y_Cuch%C3%AD,deathDate,1960-07-02,,"José Coll y Cuchí (January 12, 1877 – July 2, 1960) was a lawyer, writer and the founder of the Puerto Rican Nationalist Party. He was a member of a Puerto Rican family of politicians, educators and writers.",TRUE,TRUE,,,
592,FP_new,Jos%C3%A9_Coll_y_Cuch%C3%AD,deathYear,1960,,"José Coll y Cuchí (January 12, 1877 – July 2, 1960) was a lawyer, writer and the founder of the Puerto Rican Nationalist Party. He was a member of a Puerto Rican family of politicians, educators and writers.",TRUE,TRUE,,,
5239,FN,Jos%C3%A9_Vieira_Alvernaz,birthDate,,1898-02-05,"Dom José Vieira Alvernaz (Riberinha, 5 February 1898 - Angra do Heroísmo, 13 March 1986) was a Portuguese prelate, Bishop of Cochin, Archbishop of Goa and Daman, Patriarch of the East Indies and one of the prominent figures of the Portuguese presence in India during the 20th century.",TRUE,TRUE,,,
1077,FP_new,Jos%C3%A9_Vieira_Alvernaz,birthName,Dom José Vieira Alvernaz,,"Dom José Vieira Alvernaz (Riberinha, 5 February 1898 - Angra do Heroísmo, 13 March 1986) was a Portuguese prelate, Bishop of Cochin, Archbishop of Goa and Daman, Patriarch of the East Indies and one of the prominent figures of the Portuguese presence in India during the 20th century.",TRUE,FALSE,LCE,,
5240,FN,Jos%C3%A9_Vieira_Alvernaz,birthYear,,1898,"Dom José Vieira Alvernaz (Riberinha, 5 February 1898 - Angra do Heroísmo, 13 March 1986) was a Portuguese prelate, Bishop of Cochin, Archbishop of Goa and Daman, Patriarch of the East Indies and one of the prominent figures of the Portuguese presence in India during the 20th century.",TRUE,TRUE,,,
529,FN,Joseph_Halfpenny,birthName,,Joseph Halfpenny,Joseph Halfpenny (1748–1811) was an English draughtsman and engraver.,TRUE,TRUE,,,
3843,FN,Joseph_Halfpenny,birthYear,,1748,Joseph Halfpenny (1748–1811) was an English draughtsman and engraver.,TRUE,TRUE,,,
3844,FN,Joseph_Halfpenny,deathYear,,1811,Joseph Halfpenny (1748–1811) was an English draughtsman and engraver.,TRUE,TRUE,,,
168,FN,Joseph-Aur%C3%A9lien_Cornet,deathDate,,2004-01-20,"Joseph-Aurélien Cornet FSC (born 20 May 1919 in Bièvre, died 20 January 2004 in Ciney, Belgium) was a Belgian-born Christian Brother, ethnologist and art historian who documented the art and culture of the Congolese region and people of the Congo in photographs, illustrated field notebooks, and language primers for nearly 30 years.",TRUE,TRUE,,,
169,FN,Joseph-Aur%C3%A9lien_Cornet,deathYear,,2004,"Joseph-Aurélien Cornet FSC (born 20 May 1919 in Bièvre, died 20 January 2004 in Ciney, Belgium) was a Belgian-born Christian Brother, ethnologist and art historian who documented the art and culture of the Congolese region and people of the Congo in photographs, illustrated field notebooks, and language primers for nearly 30 years.",TRUE,TRUE,,,
180,FN,Josh_Brindell-South,birthYear,,1992,Josh Brindell-South (born 1992) is an Australian footballer who plays as a left back for A-League club Brisbane Roar.,TRUE,TRUE,,,
51,FN,Joshua_Alabi,birthName,,Joshua Alabi,"Joshua Alabi (born 1 March 1958) is a Russian-trained Ghanaian academic and politician, who served as the first Vice-Chancellor of the University of Professional Studies, Accra (UPSA) from 2012 to 2016. He previously served as the Rector of the same institution from 2009 to 2012 and Pro-Rector from 2005 to 2008. In Ghanaian politics, Alabi was the National Democratic Congress (NDC) Member of Parliament for the Krowor Constituency in the Greater Accra from 1997 to 2001 and Minister of State for the Greater Accra and the Northern Regions respectively from 1997 to 2001.",TRUE,TRUE,,,
1055,FP_new,Joyce_Smith,birthName,Joyce Esther Smith,,"Joyce Esther Smith MBE (née Byatt, born 26 October 1937) is a British former long-distance runner. She broke the world record in the 3000 metres in 1971 and is a three-time medallist at the International/World Cross Country Championships, including winning in 1972. She went on to twice win the London Marathon, becoming the first British woman in history to run under 2:30 when winning in 1981 with 2:29:57, before further improving the British record to 2:29:43 when winning in 1982. She also competed in the 1500 metres at the 1972 Munich Olympics and finished 11th in the marathon at the 1984 Los Angeles Olympics, aged 46.",TRUE,TRUE,,,
2897,FP_new,Juan_Zevallos,label,Juan José Zevallos,,Juan José Zevallos Uriarte (born 7 July 1990) is a Peruvian footballer who plays as a full back. He currently plays for José Gálvez FBC.,TRUE,FALSE,LCE,,
3424,FP_new,Juan_Zevallos,label,Juan Zevallos,,Juan José Zevallos Uriarte (born 7 July 1990) is a Peruvian footballer who plays as a full back. He currently plays for José Gálvez FBC.,TRUE,TRUE,,,
3945,FP_new,Juan_Zevallos,label,Juan José Zevallos Uriarte,,Juan José Zevallos Uriarte (born 7 July 1990) is a Peruvian footballer who plays as a full back. He currently plays for José Gálvez FBC.,TRUE,FALSE,LCE,,
538,FP_new,Julia_Obermeier,birthDate,1984-09-07,,"Julia Obermeier (born Julia Bartz 7 September 1984) is a German politician (CSU). She was a member of the German parliament (Bundestag) from 2013 to 2017, and was a member of the assembly's defence committee. Since 2015 she has also been a member of the Parliamentary Assembly of the Council of Europe.",TRUE,TRUE,,,
537,FN,Julia_Obermeier,birthName,,Julia Bartz,"Julia Obermeier (born Julia Bartz 7 September 1984) is a German politician (CSU). She was a member of the German parliament (Bundestag) from 2013 to 2017, and was a member of the assembly's defence committee. Since 2015 she has also been a member of the Parliamentary Assembly of the Council of Europe.",TRUE,TRUE,,,
1725,FP_new,Juliet_Obanda_Makanga,birthName,Juliet Obanda,,"Juliet Obanda Makanga, (née Juliet Obanda), is a Kenyan pharmacologist, neuroscientist and medical researcher, who works as a Lecturer in Clinical Pharmacology, at the School of Pharmacy of Kenyatta University, in Kahawa, Nairobi.",TRUE,FALSE,WV,,
1726,FP_new,Juliet_Obanda_Makanga,birthYear,1929,,"Juliet Obanda Makanga, (née Juliet Obanda), is a Kenyan pharmacologist, neuroscientist and medical researcher, who works as a Lecturer in Clinical Pharmacology, at the School of Pharmacy of Kenyatta University, in Kahawa, Nairobi.",FALSE,FALSE ,FH,,
2766,FP_new,Juliet_Obanda_Makanga,birthYear,1901,,"Juliet Obanda Makanga, (née Juliet Obanda), is a Kenyan pharmacologist, neuroscientist and medical researcher, who works as a Lecturer in Clinical Pharmacology, at the School of Pharmacy of Kenyatta University, in Kahawa, Nairobi.",FALSE,FALSE ,FH,,
248,FP_new,Julija_Stepanenko,birthName,Julija Fedotova,,"Julija Stepanenko (Russian: Юлия Степаненко, romanized: Julija Stepanenko, Latvian: Jūlija Stepaņenko; born Julija Fedotova on 1 September 1977) is a Latvian politician and lawyer, serving as a deputy of the Saeima, the parliament of Latvia. Formerly a member of Honor to serve Riga and Law and Order, she is now a member of Latvia First, having left Law and Order in June 2021.",TRUE,TRUE,,,
868,FP_new,Julija_Stepanenko,birthName,Julija Stepanenko,,"Julija Stepanenko (Russian: Юлия Степаненко, romanized: Julija Stepanenko, Latvian: Jūlija Stepaņenko; born Julija Fedotova on 1 September 1977) is a Latvian politician and lawyer, serving as a deputy of the Saeima, the parliament of Latvia. Formerly a member of Honor to serve Riga and Law and Order, she is now a member of Latvia First, having left Law and Order in June 2021.",TRUE,FALSE,WV,,
442,FP_new,Justin_Cicatello,birthDate,1984-03-06,,"Justin Cicatello (born March 6, 1984) is a professional baseball pitcher, who is currently with Parma Baseball in the Italian Baseball League. He played amateur baseball at Kenmore West Senior High School, Florida State College at Jacksonville and the University of Pittsburgh. He was not selected by any Major League clubs so he signed with the Kalamazoo Kings of the Frontier League in 2007. In 2010, he joined the Italian Baseball League's Parma club after a brief period in Serie A2.",TRUE,TRUE,,,
443,FP_new,Justin_Cicatello,birthYear,1984,,"Justin Cicatello (born March 6, 1984) is a professional baseball pitcher, who is currently with Parma Baseball in the Italian Baseball League. He played amateur baseball at Kenmore West Senior High School, Florida State College at Jacksonville and the University of Pittsburgh. He was not selected by any Major League clubs so he signed with the Kalamazoo Kings of the Frontier League in 2007. In 2010, he joined the Italian Baseball League's Parma club after a brief period in Serie A2.",TRUE,TRUE,,,
1936,FN,K%2E_Griner,birthName,,Kerfoot Moses Griner,"Kerfoot Moses Griner (January 12, 1899 – January 18, 1963), known as K. Griner, was a politician in the state of Florida. He served in the Florida House of Representatives from 1951 to 1954 and 1939, as a Democrat, representing Dixie County.",TRUE,TRUE,,,
2455,FP_different,K%2E_Griner,birthName,K.Moses Griner,Kerfoot Moses Griner,"Kerfoot Moses Griner (January 12, 1899 – January 18, 1963), known as K. Griner, was a politician in the state of Florida. He served in the Florida House of Representatives from 1951 to 1954 and 1939, as a Democrat, representing Dixie County.",FALSE,FALSE,ICE,,
123,FN,K%2E_Griner,label,,K.Griner,"Kerfoot Moses Griner (January 12, 1899 – January 18, 1963), known as K. Griner, was a politician in the state of Florida. He served in the Florida House of Representatives from 1951 to 1954 and 1939, as a Democrat, representing Dixie County.",FALSE,TRUE,,,
585,FP_new,Kader_%C4%B0nal,birthDate,1998-02-01,,Kader İnal (born 1 February 1998) is a Turkish badminton player.,TRUE,TRUE,,,
586,FP_new,Kader_%C4%B0nal,birthYear,1998,,Kader İnal (born 1 February 1998) is a Turkish badminton player.,TRUE,TRUE,,,
608,FN,Kamlesh_Pattni,birthYear,,1965,Paul Kamlesh Pattni (also known as Brother Paul) (born 1965) is a Kenyan businessman and pastor. He was implicated in the 1990s Goldenberg scandal but was acquitted in 2013.,TRUE,TRUE,,,
2374,FP_different,Karen_Percy,label,Karen Percy Lowe,Karen Percy,"Karen Percy Lowe (born October 10, 1966) is a Canadian former alpine skier. She was born in Banff, Alberta. She won 2 bronze medals in skiing at the 1988 Calgary Winter Olympics, where she was Canada's flag bearer in the closing ceremony. Until her retirement from the National team in August 1990, she competed in 107 races on the World Cup circuit with 25-top 10 finishes, four World Championships including two Junior World Championships, and 7 consecutive Canadian National Championships from 1983 to 1989.",TRUE,FALSE,LCE,,
1206,FP_new,Karl_Diller,birthName,Karl Diller,,"Karl Diller (born 27 January 1941) is a German politician. Born in Kaiserslautern, Rhineland-Palatinate, he represents the SPD. Karl Diller has served as a member of the Bundestag from the state of Rhineland-Palatinate from 1987 until 2009.",TRUE,TRUE,,,
237,FP_new,Karl_Kriebel,birthDate,1888-02-26,,"Karl Kriebel (26 February 1888 – 28 November 1961) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross. At the beginning of World War II, Kriebel was appointed commander of 56th Infantry Division. Later, he commanded several other divisions. He also served as a deputy member on the ""Court of Military Honour,"" a drumhead court-martial that expelled many of the officers involved in the 20 July Plot from the Army before handing them over to the People's Court.",TRUE,TRUE,,,
239,FP_new,Karl_Kriebel,birthYear,1888,,"Karl Kriebel (26 February 1888 – 28 November 1961) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross. At the beginning of World War II, Kriebel was appointed commander of 56th Infantry Division. Later, he commanded several other divisions. He also served as a deputy member on the ""Court of Military Honour,"" a drumhead court-martial that expelled many of the officers involved in the 20 July Plot from the Army before handing them over to the People's Court.",TRUE,TRUE,,,
238,FP_new,Karl_Kriebel,deathDate,1961-11-28,,"Karl Kriebel (26 February 1888 – 28 November 1961) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross. At the beginning of World War II, Kriebel was appointed commander of 56th Infantry Division. Later, he commanded several other divisions. He also served as a deputy member on the ""Court of Military Honour,"" a drumhead court-martial that expelled many of the officers involved in the 20 July Plot from the Army before handing them over to the People's Court.",TRUE,TRUE,,,
240,FP_new,Karl_Kriebel,deathYear,1961,,"Karl Kriebel (26 February 1888 – 28 November 1961) was a general in the Wehrmacht of Nazi Germany during World War II. He was a recipient of the Knight's Cross of the Iron Cross. At the beginning of World War II, Kriebel was appointed commander of 56th Infantry Division. Later, he commanded several other divisions. He also served as a deputy member on the ""Court of Military Honour,"" a drumhead court-martial that expelled many of the officers involved in the 20 July Plot from the Army before handing them over to the People's Court.",TRUE,TRUE,,,
116,FP_new,Karl_Marthinsen,birthName,Karl Alfred Nicolai Marthinsen,,"Karl Alfred Nicolai Marthinsen (sometimes spelled Karl Martinsen) (25 October 1896, Karlsøy – 8 February 1945, Blindern) was the Norwegian commander of Statspolitiet and in Norway during the Nazi occupation during World War II.",TRUE,TRUE,,,
117,FP_new,Karl_Marthinsen,deathDate,1945-02-08,,"Karl Alfred Nicolai Marthinsen (sometimes spelled Karl Martinsen) (25 October 1896, Karlsøy – 8 February 1945, Blindern) was the Norwegian commander of Statspolitiet and in Norway during the Nazi occupation during World War II.",TRUE,TRUE,,,
118,FP_new,Karl_Marthinsen,deathYear,1945,,"Karl Alfred Nicolai Marthinsen (sometimes spelled Karl Martinsen) (25 October 1896, Karlsøy – 8 February 1945, Blindern) was the Norwegian commander of Statspolitiet and in Norway during the Nazi occupation during World War II.",TRUE,TRUE,,,
5076,FN,Karl_Reitz,birthDate,,1887-01-31,"Karl Reitz (31 January 1887 – 10 February 1943) was a German violist. From 1922 until his death, he was principal violist of the Prussian State Orchestra of the Berlin Royal Court Opera (now Staatskapelle Berlin). He was known as violist in notable string quartets such as the Busch Quartet and the Deman String Quartet, regarded as one of the most renowned chamber music players of his time.",TRUE,TRUE,,,
5078,FN,Karl_Reitz,birthYear,,1887,"Karl Reitz (31 January 1887 – 10 February 1943) was a German violist. From 1922 until his death, he was principal violist of the Prussian State Orchestra of the Berlin Royal Court Opera (now Staatskapelle Berlin). He was known as violist in notable string quartets such as the Busch Quartet and the Deman String Quartet, regarded as one of the most renowned chamber music players of his time.",TRUE,TRUE,,,
5077,FN,Karl_Reitz,deathDate,,1943-02-10,"Karl Reitz (31 January 1887 – 10 February 1943) was a German violist. From 1922 until his death, he was principal violist of the Prussian State Orchestra of the Berlin Royal Court Opera (now Staatskapelle Berlin). He was known as violist in notable string quartets such as the Busch Quartet and the Deman String Quartet, regarded as one of the most renowned chamber music players of his time.",TRUE,TRUE,,,
5079,FN,Karl_Reitz,deathYear,,1943,"Karl Reitz (31 January 1887 – 10 February 1943) was a German violist. From 1922 until his death, he was principal violist of the Prussian State Orchestra of the Berlin Royal Court Opera (now Staatskapelle Berlin). He was known as violist in notable string quartets such as the Busch Quartet and the Deman String Quartet, regarded as one of the most renowned chamber music players of his time.",TRUE,TRUE,,,
397,FN,Kay_Chorao,birthName,,Ann McKay Sproat,"Kay Chorao, born as Ann McKay Sproat on January 7, 1936, (some sources say 1937) in Elkhart, Indiana, is an American artist, illustrator and writer of children's books.",TRUE,TRUE,,,
971,FP_new,Kazuo_Komizu,birthName,Kazuo Komizu,,"Kazuo Komizu (小水 一男, Komizu Kazuo, born December 14, 1946) is a Japanese film director from Miyagi Prefecture, mainly focusing on violent sex and gore films.",TRUE,TRUE,,,
3674,FN,Kelly_Clinch,birthDate,,1983-12-15,"Kelly Clinch (born 15 December 1983) is an Australian rules footballer who played for the Fremantle Football Club in the AFL Women's competition. Clinch was drafted by Fremantle with their 15th selection and 116th overall in the 2016 AFL Women's draft. She made her debut in the thirteen point loss to Brisbane at Fremantle Oval in round two of the 2017 season. After her debut match, she played every match for the year to finish with six matches. She was delisted at the end of the 2017 season.",TRUE,TRUE,,,
3675,FN,Kelly_Clinch,birthYear,,1983,"Kelly Clinch (born 15 December 1983) is an Australian rules footballer who played for the Fremantle Football Club in the AFL Women's competition. Clinch was drafted by Fremantle with their 15th selection and 116th overall in the 2016 AFL Women's draft. She made her debut in the thirteen point loss to Brisbane at Fremantle Oval in round two of the 2017 season. After her debut match, she played every match for the year to finish with six matches. She was delisted at the end of the 2017 season.",TRUE,TRUE,,,
333,FP_new,Kelly_Haimona,birthDate,1986-07-30,,"Kelly Haimona (born 30 July 1986) is an Italian international rugby union player, who can play Fly Half, Centre and Fullback. He currently plays for Italian side Zebre in the Pro14 competition.",TRUE,TRUE,,,
334,FP_new,Kelly_Haimona,birthYear,1986,,"Kelly Haimona (born 30 July 1986) is an Italian international rugby union player, who can play Fly Half, Centre and Fullback. He currently plays for Italian side Zebre in the Pro14 competition.",TRUE,TRUE,,,
452,FP_new,Kelvin_Miranda,birthName,Kelvin Miranda,,"Kelvin Miranda (born 8 January 1999) is a Filipino actor, model and singer. Miranda is best known for his role as Mark Sta. Maria in the Netflix original film Dead Kids (2019) and the lead role in the GTV series The Lost Recipe (2021).",TRUE,TRUE,,,
194,FP_new,Ken_Pereira,label,Ken Pereira,,"Kenneth Pereira (born July 12, 1973 in Toronto, Ontario) is a field hockey midfielder from Canada. He was a member of the Canadian field hockey team at the Summer Olympics in 2000 and 2008. Pereira has also been on several Commonwealth Games and Pan American Games teams, winning two gold medals in the latter competition in 1999 and 2007. In the 1999 Pan American Games gold-medal match against Argentina, the only goal in Canada's win was posted by Pereira.",TRUE,TRUE,,,
1050,FP_new,Ken_Talbot,birthName,Norman Talbot,,"Ken Talbot (26 August 1950 – 19 June 2010) was an Australian mining executive, he was the principal shareholder and former CEO of the Macarthur Coal Ltd mining company. He was the only child of Norman and Nita Talbot (née McIntyre). Talbot temporarily stood down as the CEO of the Macarthur Group Companies when he became embroiled in a controversy involving loans to controversial Labor MP Gordon Nuttall, who was jailed for corruption in July 2009. At the time of his death, he was a shareholder in Western Australian mining company Sundance Resources.",FALSE,TRUE,,,
202,FP_new,Kendra_C%2E_Johnson,birthName,Kendra C.Johnson,,"Kendra C. Johnson (born December 26, 1976) is an American actress. She has 1 child. She is best known for her role as Linda Love-Harris in the sitcom Tyler Perry's Love Thy Neighbor.",FALSE,TRUE,,,
1148,FP_new,Kenneth_Leslie,birthName,Kenneth Leslie,,"Kenneth Leslie (1892–1974) was a Canadian poet and songwriter, and an influential political activist in the United States during the 1930s and 1940s. He was the founder and editor of The Protestant Digest (later The Protestant), which had a peak circulation of over 50,000 subscribers. A Christian socialist, he was given the nickname, ""God's Red Poet"".",TRUE,TRUE,,,
176,FP_new,Kiggen,alias,Lee Ki-won,,"Lee Ki-won (born March 13, 1979), better known by his stage name Kiggen, is a South Korean rapper, singer, lyricist, composer and record producer who is a former member of hip hop group Phantom and the president of the Brand New Music label Korean Roulette.",TRUE,FALSE,WV,,
177,FN,Kiggen,birthName,,Lee Ki-won,"Lee Ki-won (born March 13, 1979), better known by his stage name Kiggen, is a South Korean rapper, singer, lyricist, composer and record producer who is a former member of hip hop group Phantom and the president of the Brand New Music label Korean Roulette.",TRUE,TRUE,,,
1594,FP_new,Kill_Eagle,birthYear,1827,,"Kill Eagle, Waŋblí Kte (ca. 1827–1885) was a prominent leader of the Sihasapa (Blackfeet) band of Lakota people during the late nineteenth century.",TRUE,TRUE,,,
1595,FP_new,Kill_Eagle,deathYear,1885,,"Kill Eagle, Waŋblí Kte (ca. 1827–1885) was a prominent leader of the Sihasapa (Blackfeet) band of Lakota people during the late nineteenth century.",TRUE,TRUE,,,
784,FP_new,Kim_Saeng-min,birthName,Kim Saeng-min,,"Kim Saeng-min (born June 2, 1973) is a South Korean television presenter and comedian. He is well known for a presenter on the TV show Go! Video Travel, TV Animal Farm and Entertainment Weekly",TRUE,TRUE,,,
344,FP_different,Koby_Osei-Wusu,label,Koby Koby Osei-Wusu,Koby Osei-Wusu,"Christopher Koby Osei-Wusu (born December 26, 1995) is an Ghanaian-American professional soccer player who plays as an attacking midfielder for FC Malaga City in the Spanish División de Honor. He has previously played for Richmond Kickers and Orlando City B and played college soccer for the George Washington Colonials.",TRUE,FALSE,GLS,,
2111,FN,Koby_Osei-Wusu,label,,Koby Osei-Wusu,"Christopher Koby Osei-Wusu (born December 26, 1995) is an Ghanaian-American professional soccer player who plays as an attacking midfielder for FC Malaga City in the Spanish División de Honor. He has previously played for Richmond Kickers and Orlando City B and played college soccer for the George Washington Colonials.",TRUE,TRUE,,,
203,FP_new,Komatsuhime,birthDate,1573-03-27,,"Komatsuhime (小松姫) (1573 – March 27, 1620) was a female warrior (onna-musha) during late-Sengoku period and early Edo period. Born the daughter of Honda Tadakatsu, she was adopted by Tokugawa Ieyasu, before marrying Sanada Nobuyuki. She is described as having been very beautiful, highly intelligent and skillful in fighting.",FALSE,FALSE,AC,,
823,FP_new,Komatsuhime,birthDate,1573-03-03,,"Komatsuhime (小松姫) (1573 – March 27, 1620) was a female warrior (onna-musha) during late-Sengoku period and early Edo period. Born the daughter of Honda Tadakatsu, she was adopted by Tokugawa Ieyasu, before marrying Sanada Nobuyuki. She is described as having been very beautiful, highly intelligent and skillful in fighting.",FALSE,FALSE,AC,,
1475,FP_new,Komatsuhime,birthDate,1573-73-73,,"Komatsuhime (小松姫) (1573 – March 27, 1620) was a female warrior (onna-musha) during late-Sengoku period and early Edo period. Born the daughter of Honda Tadakatsu, she was adopted by Tokugawa Ieyasu, before marrying Sanada Nobuyuki. She is described as having been very beautiful, highly intelligent and skillful in fighting.",FALSE,FALSE,GLS,,
204,FP_new,Komatsuhime,birthYear,1573,,"Komatsuhime (小松姫) (1573 – March 27, 1620) was a female warrior (onna-musha) during late-Sengoku period and early Edo period. Born the daughter of Honda Tadakatsu, she was adopted by Tokugawa Ieyasu, before marrying Sanada Nobuyuki. She is described as having been very beautiful, highly intelligent and skillful in fighting.",TRUE,TRUE,,,
999,FP_new,Ky%C5%8Dko_Aizome,birthName,Kyōko Aizome,,"Kyōko Aizome (Japanese: 愛染 恭子, Hepburn: Aizome Kyōko, born February 9, 1958) is a Japanese erotic actress, singer, writer, and AV and film director. She has been called ""the first hard-core porn actress in Japan"".",TRUE,TRUE,,,
139,FP_new,Laura_Tohe,birthYear,1952,,"Laura Tohe (born 1952) is a Native American author and poet. She is poet laureate of the Navajo Nation for 2015–2019,and is a professor emerita of English at Arizona State University. Tohe was born in Fort Defiance, Arizona, the daughter of a Navajo code talker.She grew up speaking both Diné bizaad/Navajo language and English and was punished in school for speaking her native language due to assimilation. She earned a B.A. from the University of New Mexico in 1975, an M.A. from the University of Nebraska in 1985, and a Ph.D. from the University of Nebraska in 1993. She has been affiliated with Arizona State University since 1994.",TRUE,TRUE,,,
444,FP_new,Lawrence_Hazard,birthDate,1897-05-12,,"Lawrence Hazard (May 12, 1897 – April 1, 1959) was an American playwright and screenwriter active between 1933 and 1958. His career was cut short when he died at age 61 in 1959. His films include Man's Castle (1933) directed by Frank Borzage and starring Spencer Tracy and Loretta Young; Mannequin (1937) directed by Borzage and starring Joan Crawford and Spencer Tracy; Strange Cargo (1940) directed by Borzage and starring Clark Gable and Joan Crawford; The Spoilers (1942) starring Marlene Dietrich and John Wayne; Jackass Mail (1942) starring Wallace Beery; Dakota (1945) starring John Wayne and Walter Brennan, and numerous other films as well as scripts for television anthologies in the 1950s.",TRUE,TRUE,,,
